Name,Career Height,Career Weight,Career Points,Career Games,Career Assists,Career Def Rebounds,Career Off Rebounds,Career Turnovers,Career Blocks,Career Steals,Career Free Throw Percentage,Career Three Point Percentage,Career Field Goal Percentage,Career PER,Career Win Shares,Offensive Win Shares,Defensive Win Shares,Career Usage Percentage,VORP,Box Plus Minus,True Shooting Per,PPG,APG,TPG,BPG,SPG,RPG
Mike Conley,73.0,175.0,12300.0,829.0,4687.0,2093.0,367.0,1662.0,166.0,1192.0,0.818,0.375,0.439,17.5,73.5,46.6,26.8,21.8,29.3,2.3,0.547,14.837153196622436,5.6537997587454765,2.004825090470446,0.20024125452352232,1.4378769601930037,2.9674306393244874
Jordan Clarkson,76.0,194.0,6573.0,445.0,1152.0,1020.0,384.0,739.0,61.0,385.0,0.818,0.341,0.447,15.6,14.0,10.5,3.5,24.7,3.9,-0.7,0.537,14.770786516853933,2.58876404494382,1.6606741573033708,0.13707865168539327,0.8651685393258427,3.155056179775281
Ed Davis,81.0,225.0,4197.0,665.0,507.0,2903.0,1524.0,520.0,544.0,332.0,0.583,0.0,0.568,16.5,41.7,24.4,17.3,14.0,6.2,-0.1,0.582,6.311278195488722,0.762406015037594,0.7819548872180451,0.8180451127819549,0.4992481203007519,6.657142857142857
Rayjon Tucker,77.0,210.0,19.0,14.0,2.0,11.0,2.0,3.0,0.0,1.0,0.6,0.0,0.421,4.5,0.0,-0.1,0.1,13.6,-0.1,-7.9,0.448,1.3571428571428572,0.14285714285714285,0.21428571428571427,0.0,0.07142857142857142,0.9285714285714286
Nigel Williams-Goss,74.0,190.0,4.0,9.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.143,5.7,0.0,-0.1,0.0,15.5,0.0,-3.9,0.254,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556
Troy Brown Jr.,78.0,215.0,842.0,113.0,222.0,371.0,99.0,95.0,11.0,97.0,0.733,0.336,0.441,12.9,2.8,1.4,1.3,16.9,0.1,-1.7,0.519,7.451327433628318,1.9646017699115044,0.8407079646017699,0.09734513274336283,0.8584070796460177,4.15929203539823
Bradley Beal,75.0,207.0,11425.0,545.0,2171.0,1719.0,450.0,1241.0,214.0,622.0,0.807,0.38,0.452,17.8,41.5,27.1,14.4,26.6,17.0,1.6,0.559,20.96330275229358,3.98348623853211,2.2770642201834863,0.3926605504587156,1.1412844036697247,3.9798165137614676
Rui Hachimura,80.0,230.0,548.0,41.0,70.0,185.0,63.0,41.0,7.0,34.0,0.829,0.274,0.478,13.9,1.7,1.3,0.4,18.7,-0.3,-3.0,0.543,13.365853658536585,1.7073170731707317,1.0,0.17073170731707318,0.8292682926829268,6.048780487804878
Thomas Bryant,82.0,248.0,1240.0,125.0,169.0,540.0,191.0,110.0,102.0,40.0,0.755,0.344,0.604,20.3,8.5,6.6,1.9,17.8,2.1,1.5,0.662,9.92,1.352,0.88,0.816,0.32,5.848000000000001
Moritz Wagner,83.0,245.0,559.0,80.0,73.0,209.0,68.0,94.0,30.0,33.0,0.815,0.313,0.506,14.1,2.0,1.0,0.9,19.9,-0.2,-2.6,0.61,6.9875,0.9125,1.175,0.375,0.4125,3.4625
Gary Payton II,75.0,190.0,213.0,61.0,86.0,98.0,40.0,38.0,15.0,46.0,0.455,0.256,0.414,10.5,0.6,-0.1,0.7,14.9,-0.1,-2.5,0.464,3.4918032786885247,1.4098360655737705,0.6229508196721312,0.2459016393442623,0.7540983606557377,2.262295081967213
Admiral Schofield,77.0,241.0,83.0,27.0,14.0,28.0,6.0,7.0,3.0,8.0,0.692,0.298,0.4,6.8,0.1,0.1,0.0,12.5,-0.2,-5.3,0.514,3.074074074074074,0.5185185185185185,0.25925925925925924,0.1111111111111111,0.2962962962962963,1.259259259259259
Shabazz Napier,72.0,175.0,2382.0,340.0,840.0,542.0,103.0,435.0,46.0,283.0,0.815,0.346,0.397,13.0,8.3,2.8,5.5,19.8,2.1,-0.6,0.532,7.0058823529411764,2.4705882352941178,1.2794117647058822,0.13529411764705881,0.8323529411764706,1.897058823529412
Jerome Robinson,76.0,190.0,313.0,88.0,84.0,135.0,12.0,47.0,17.0,33.0,0.684,0.304,0.365,6.4,0.1,-0.8,1.0,15.2,-0.7,-4.6,0.457,3.5568181818181817,0.9545454545454546,0.5340909090909091,0.19318181818181818,0.375,1.6704545454545454
Johnathan Williams,81.0,228.0,192.0,35.0,19.0,79.0,63.0,20.0,13.0,9.0,0.566,0.0,0.6,14.9,1.4,1.0,0.4,14.6,-0.1,-2.8,0.606,5.485714285714286,0.5428571428571428,0.5714285714285714,0.37142857142857144,0.2571428571428571,4.057142857142857
John Wall,76.0,210.0,10879.0,573.0,5282.0,2153.0,330.0,2191.0,396.0,976.0,0.781,0.324,0.433,19.4,44.3,21.5,22.8,27.4,23.6,2.6,0.519,18.986038394415356,9.218150087260035,3.823734729493892,0.6910994764397905,1.7033158813263525,4.333333333333333
Jerian Grant,76.0,205.0,1665.0,273.0,796.0,434.0,90.0,271.0,32.0,204.0,0.771,0.324,0.412,12.6,8.3,4.0,4.3,16.8,0.6,-1.5,0.52,6.0989010989010985,2.9157509157509156,0.9926739926739927,0.11721611721611722,0.7472527472527473,1.9194139194139193
Jarrod Uthoff,81.0,221.0,44.0,13.0,9.0,14.0,9.0,3.0,4.0,3.0,0.778,0.231,0.378,12.4,0.2,0.0,0.1,18.7,0.0,-3.5,0.449,3.3846153846153846,0.6923076923076923,0.23076923076923078,0.3076923076923077,0.23076923076923078,1.7692307692307692
